"date","tmed","tmax","tmin","rhum","vmax","vmed","prec","slp"
1985-04-10,15.1,20,11,67,8,4.5,0.3,1006.2
1985-04-11,11.6,16.6,8,80,7,2.1,0,1013.2
1985-04-12,11.2,16,5.2,51,26,17,6.1,1005.7
1985-04-13,12,18.6,3.9,44,15.9,4,0,1010.2
1985-04-14,10.7,17.5,5.8,73,6,3.2,0,1007.6
1985-04-15,10.4,18.4,3.9,70,6,2.4,0,1016.2
1985-04-16,12.3,19.5,2.5,50,6,2.3,0,1020.2
1985-04-17,11.8,17.4,5.3,65,12,4.1,0,1019.8
1985-04-18,11,16.8,3.8,61,NA,7.1,0,1020
1985-04-19,12.7,19.5,6.1,69,7,2.9,0,1019.7
1985-04-20,13.2,19.6,6.1,66,2.9,0.7,0,1014.8
1985-04-21,13.2,20.4,7.4,68,6,1,0,1014.6
1985-04-22,13.3,16.8,9.2,74,5.1,1.1,0,1015.9
1985-04-23,13.9,21.7,5.6,66,9.9,2,0,1008.2
1985-04-24,14.7,20,10.3,77,7,3.6,0,1006.2
1985-04-25,11.7,16.2,9.1,82,9.9,5.1,0,1014.5
1985-04-26,10.4,12.2,8.7,92,5.1,2.5,0.5,1010.4
1985-04-27,11.8,16.7,8.2,86,5.1,1.6,0,1008.7
1985-04-28,11.8,17,8.5,45,35,12,0.3,1001.5
1985-04-29,9.9,16.8,0,43,12,5.1,0,1008.9
1985-04-30,14.1,21.9,6.4,62,12,7.6,0,1010.4
1985-05-01,16.5,23.4,10,61,14,9.5,0,1010.5
1985-05-02,16.1,22.6,9.3,72,8,3.2,0,1003.3
1985-05-03,15.7,20.7,10.7,52,9.9,8.7,0,1000.3
1985-05-04,11.5,13.6,9.7,76,7,3.7,0.3,1008
1985-05-05,12.4,17,9.3,80,6,2.3,2.3,1008.4
1985-05-06,12.3,14.9,10.8,90,4.1,0.7,19,1003
1985-05-07,11.3,12.4,9.4,96,8.9,5,23.9,1001.4
1985-05-08,9.4,11.2,8.6,95,8.9,5.3,16,1009.4
1985-05-09,11.7,16,7.7,84,2.9,0.7,3.3,1012.8
1985-05-10,12.4,14.4,10.7,94,6,0.8,3,1013.1
1985-05-11,14.7,19.8,10,85,8.9,2.7,0,1013.8
1985-05-12,13.6,16.4,12.5,92,7,2.3,3.6,1013.6
1985-05-13,13.7,16,12,96,8,4.3,37.1,1010.9
1985-05-14,14.9,20.6,9.4,83,12,4.1,5.1,1011.9
1985-05-15,16.7,23.6,10.7,75,7,4.8,0,1012
1985-05-16,16.7,22.6,11.5,65,8.9,5.2,0,1013.2
1985-05-17,18.4,25,12.3,66,5.1,1.3,0,1015.9
1985-05-18,18.9,23.8,13.8,67,7,4.9,0.5,1017.3
1985-05-19,17.8,25,13,73,7,2.3,0,1016.9
1985-05-20,15.1,16.5,13.6,97,2.9,0.7,7.9,1014.2
1985-05-21,17.5,22.7,13.5,82,8,3.9,0,1009.8
1985-05-22,17.4,23.6,13.3,78,5.1,2.8,0,1005
1985-05-23,17.4,23.2,12.3,74,6,3.6,0,1006.7
1985-05-24,18.6,23.8,12.8,75,5.1,1.9,0,1012.7
1985-05-25,20.4,26,14.4,73,6,1.1,0,1016.6
1985-05-26,21.6,26.2,14.8,74,4.1,0.5,0,1016.3
1985-05-27,22.4,28,16.1,68,6,2,0,1015.9
1985-05-28,22.4,28.6,16.7,68,12,4.5,0,1014.5
1985-05-29,20.6,27.5,14.5,69,12,4,0.5,1013
1985-05-30,21.2,27.4,16,71,5.1,1.9,2,1014.6
1985-05-31,23,28.7,15.7,67,6,2.5,0,1016.2
1985-06-01,22.4,28.6,17.3,70,8,2.3,0.5,1015.7
1985-06-02,20.8,26,15.5,78,8,3,10.9,1015.5
1985-06-03,22.4,28.2,16.7,77,2.9,1.1,0,1015.8
1985-06-04,22,26.5,18.7,81,5.1,2,0.5,1017.2
1985-06-05,22.9,27.4,18,74,4.1,0.9,0,1016.1
1985-06-06,22.9,28.2,18.8,71,7,3.9,0,1014.6
1985-06-07,21.9,26.3,18.4,78,7,2.1,1,1010.4
1985-06-08,18.8,26,13.7,87,13,4.8,23.1,1007.6
1985-06-09,18,22.4,11.5,60,8,2,2,1013.7
1985-06-10,18.9,23.7,13.5,71,6,3.5,0,1014.4
1985-06-11,19.3,23.7,12.6,56,7,2.3,0,1014.1
1985-06-12,17.6,22,13,78,6,3.4,0,1013.7
1985-06-13,19.9,24.5,16.5,82,2.9,1.1,0,1008.7
1985-06-14,20.5,24.3,17,83,6,3,0,1012.2
1985-06-15,23.6,29.1,19.2,56,15.9,7.4,0.3,1008.5
1985-06-16,18.3,20.4,16.8,78,8,5.1,0,1013.6
1985-06-17,17.9,23.7,14.1,82,6,2.8,3,1011.5
1985-06-18,19.1,25,13.4,73,5.1,2.4,0,1014.4
1985-06-19,17.4,18.7,15.4,85,9.9,5.6,0,1014
1985-06-20,17.9,24.1,14,81,11.1,5.2,8.9,1008.7
1985-06-21,19.5,25.8,12,63,8,1.7,0,1011.8
1985-06-22,16.3,19,14.6,90,7,2.2,9.4,1010.9
1985-06-23,18.8,24.7,11.6,66,8.9,5.7,0,1008.2
